Month,Trial ID,Drug / therapy,Short description,Company sponsor,Primary completion date,Phases,Study URL,Brief title,Press release check status,Checked against cutoff,Matched title,Matched source,Matched link,Matched publication date,Matched source type
March,NCT07291284,LP-003,Investigational therapy being studied to treat Seasonal Allergic Rhinitis.,Longbio Pharma,2026-03-31,PHASE3,https://clinicaltrials.gov/study/NCT07291284,Efficacy and Safety of LP-003 Injection in Patients With Moderate to Severe Seasonal Allergic Rhinitis,no_match_found,yes,"Superior Efficacy and Long-acting: LongBio Announces Positive Topline Results from Phase II CSU Trial of Next-Generation Anti-IgE Therapy, LP-003 in Head-to-Head Comparison ...",Morningstar,https://www.morningstar.com/news/pr-newswire/20260302cn98676/superior-efficacy-and-long-acting-longbio-announces-positive-topline-results-from-phase-ii-csu-trial-of-next-generation-anti-ige-therapy-lp-003-in-head-to-head-comparison-with-xolair,"Sun, 01 Mar 2026 22:00:00 GMT",media
March,NCT07465705,100g of Mannitol + 1L PEG-Asc,Combination regimen being studied to treat Elective Colonoscopy.,NTC srl,2026-03-31,PHASE3,https://clinicaltrials.gov/study/NCT07465705,Clinical Trial on Bowel Preparation Comparing Mannitol 100g to Plenvu Both in a Same Day Regimen (CLEARWAY),no_match_found,yes,,,,,
March,NCT03747458,OPN-375,Investigational therapy being studied to treat Bilateral Nasal Polyposis.,Optinose US Inc.,2026-03-31,PHASE3,https://clinicaltrials.gov/study/NCT03747458,OPN-375 Efficacy and Safety in Adolescents With Bilateral Nasal Polyps,no_match_found,yes,,,,,
March,NCT06360133,"VVN001 Ophthalmic Solution, 5%",Investigational therapy being studied to treat Dry Eye.,"VivaVision Biotech, Inc",2026-03-31,PHASE3,https://clinicaltrials.gov/study/NCT06360133,Study of 5% VVN001 Ophthalmic Solution in Dry Eye Disease,no_match_found,yes,,,,,
March,NCT06747468,Avexitide,Investigational therapy being studied to treat Post Bariatric Hypoglycemia.,Amylyx Pharmaceuticals Inc.,2026-03,PHASE3,https://clinicaltrials.gov/study/NCT06747468,Avexitide for Treatment of Post-Bariatric Hypoglycemia,result_news_found_but_not_press_release,yes,Amylyx Pharmaceuticals Announces Completion of Enrollment in Pivotal Phase 3 LUCIDITY Clinical Trial of Avexitide in Post-Bariatric Hypoglycemia,Morningstar,https://www.morningstar.com/news/business-wire/20260324658631/amylyx-pharmaceuticals-announces-completion-of-enrollment-in-pivotal-phase-3-lucidity-clinical-trial-of-avexitide-in-post-bariatric-hypoglycemia,"Mon, 23 Mar 2026 21:00:00 GMT",media
March,NCT07137819,Topical treatment,Investigational therapy being studied to treat Actinic Keratosis of Face and Scalp.,Aresus Pharma GmbH,2026-03,PHASE3,https://clinicaltrials.gov/study/NCT07137819,Phase 3 - Evaluation of Veregen® 10% Ointment as New Herbal Topical Treatment for Actinic Keratosis,no_match_found,yes,,,,,
March,NCT05868707,OH2,Investigational therapy being studied to treat Melanoma.,"Binhui Biopharmaceutical Co., Ltd.",2026-03,PHASE3,https://clinicaltrials.gov/study/NCT05868707,OH2 Injection in Melanoma,no_match_found,yes,The phase 1 clinical trial of anti–PD-1 ab plus intrahepatic injection of oncolytic virus (OH2) combined radiotherapy of liver metastasis in stage IV melanoma.,ascopubs.org,https://ascopubs.org/doi/10.1200/JCO.2025.43.16_suppl.9547,"Tue, 27 May 2025 17:00:00 GMT",media
March,NCT07133802,Test Group,Investigational preventive therapy being studied to help protect against Prevention of Influenza.,Changchun BCHT Biotechnology Co.,2026-03,PHASE3,https://clinicaltrials.gov/study/NCT07133802,Clinical Trial to Evaluate the Protective Efficacy and Safety of a Nasal Spray Live Attenuated Influenza Vaccine (LAIV) in Adults Aged 18-59 Years Post-Vaccination,result_news_found_but_not_press_release,yes,Nasal spray shows promise in lowering COVID-19 risk,MSN,https://www.msn.com/en-us/news/other/nasal-spray-shows-promise-in-lowering-covid-19-risk/gm-GM9985EC61,"Wed, 29 Apr 2026 16:48:00 GMT",media
March,NCT06917690,Oleogel-S10,"Investigational therapy being studied to treat Epidermolysis Bullosa, Junctional Epidermolysis Bullosa, and related conditions.",Chiesi Farmaceutici S.p.A.,2026-03,PHASE3,https://clinicaltrials.gov/study/NCT06917690,A Study to Learn About the Safety and Efficacy of the Drug Oleogel-S10 in Japanese Patients With Epidermolysis Bullosa,no_match_found,yes,,,,,
March,NCT07263698,"cetylpyridinium chloride (CPC), zinc lactate and sodium fluoride Mouthwash + sodium fluoride Mouthwash","Investigational preventive therapy being studied to help protect against Gingivitis and Plaque, Dental.",Colgate Palmolive,2026-03,PHASE3,https://clinicaltrials.gov/study/NCT07263698,Investigation of Clinical Efficacy of a New Mouthwash on Reducing Dental Plaque and Helping Prevent Gum Problems as Compared to a Control Mouthwash,no_match_found,yes,,,,,
March,NCT06151197,EN3835,Investigational therapy being studied to treat Plantar Fibromatosis and Ledderhose Disease.,Endo Pharmaceuticals,2026-03,PHASE3,https://clinicaltrials.gov/study/NCT06151197,Study to Assess EN3835 in the Treatment of Plantar Fibromatosis (Also Known as Ledderhose Disease),no_match_found,yes,,,,,
March,NCT05024773,ONCOFID P-B (PACLITAXEL-HYALURONIC ACID),Investigational therapy being studied to treat Bladder Carcinoma in Situ (CIS).,Fidia Farmaceutici s.p.a.,2026-03,PHASE3,https://clinicaltrials.gov/study/NCT05024773,Study of ONCOFID-P-B (PACLITAXEL-HYALURONIC ACID),no_match_found,yes,,,,,
March,NCT06516302,GR1802,Investigational therapy being studied to treat Chronic Rhinosinusitis With Nasal Polyps.,"Genrix (Shanghai) Biopharmaceutical Co., Ltd.",2026-03,PHASE3,https://clinicaltrials.gov/study/NCT06516302,A Study of GR1802 in Participants With Chronic Sinusitis With Nasal Polyps,no_match_found,yes,,,,,
March,NCT06462586,Lumateperone,"Investigational therapy being studied to treat Bipolar Disorder, Manic.","Intra-Cellular Therapies, Inc.",2026-03,PHASE3,https://clinicaltrials.gov/study/NCT06462586,Study of Lumateperone in the Acute Treatment of Patients With Bipolar Mania,no_match_found,yes,,,,,
March,NCT05184088,[18F]florbetaben,"Imaging agent being studied to help detect or evaluate Cardiac Amyloidosis, AL Amyloidosis, and related conditions.",Life Molecular Imaging GmbH,2026-03,PHASE3,https://clinicaltrials.gov/study/NCT05184088,Efficacy of [18F]Florbetaben PET for Diagnosis of Cardiac AL Amyloidosis,no_match_found,yes,International societies release new guideline for 18F-flurpiridaz PET myocardial perfusion imaging,News Medical,https://www.news-medical.net/news/20250918/International-societies-release-new-guideline-for-18F-flurpiridaz-PET-myocardial-perfusion-imaging.aspx,"Wed, 17 Sep 2025 17:00:00 GMT",media
March,NCT06748625,Luci Coach-Assisted Intervention,Investigational preventive therapy being studied to help protect against Risk Behavior and Cognitive Decline.,LuciLab,2026-03,PHASE3,https://clinicaltrials.gov/study/NCT06748625,Efficacy of a Multidomain Intervention on Lifestyle Risk Factors for Dementia Prevention,no_match_found,yes,,,,,
March,NCT04951219,Resmetirom,Investigational therapy being studied to treat Non Alcoholic Fatty Liver Disease.,"Madrigal Pharmaceuticals, Inc.",2026-03,PHASE3,https://clinicaltrials.gov/study/NCT04951219,"A Phase 3 Study to Evaluate Safety and Biomarkers of Resmetirom (MGL-3196) in Patients With Non-alcoholic Fatty Liver Disease (NAFLD), MAESTRO-NAFLD-Open-Label-Extension (MAESTRO-NAFLD-OLE)",no_match_found,yes,EMA Recommends Rezdiffra for MASH Liver Fibrosis,Medscape,https://www.medscape.com/viewarticle/ema-recommends-rezdiffra-mash-liver-fibrosis-2025a1000gjm,"Thu, 19 Jun 2025 17:01:00 GMT",media
March,NCT07181148,MSP01-R + MSP01-T,Combination regimen being studied to treat Colonoscopy and Bowel Preparation.,"Mather's Pharm. Co., Ltd.",2026-03,PHASE3,https://clinicaltrials.gov/study/NCT07181148,A Study to Evaluate the Safety and Effectiveness of MSP01-T for Bowel Cleansing Before a Colonoscopy,no_match_found,yes,,,,,
March,NCT04400331,Valbenazine,"Investigational therapy being studied to treat Chorea, Huntington.",Neurocrine Biosciences,2026-03,PHASE3,https://clinicaltrials.gov/study/NCT04400331,Open-Label Rollover Study for Continuing Valbenazine Administration for the Treatment of Chorea Associated With Huntington Disease,no_match_found,yes,,,,,
March,NCT07140783,0.75% Phentolamine Ophthalmic Solution,Investigational therapy being studied to treat Vision Loss Night and Vision Disorders.,"Ocuphire Pharma, Inc.",2026-03,PHASE3,https://clinicaltrials.gov/study/NCT07140783,OPI-NXYDLD-303 Safety and Efficacy of Phentolamine Ophthalmic Solution in Keratorefractive Surgery Participants With Decreased Mesopic Visual Acuity,result_news_found_but_not_press_release,yes,Opus Genetics Announces VEGA-3 Phase 3 Trial Met its Primary Endpoint for Phentolamine Ophthalmic Solution 0.75% for the Treatment of Presbyopia,Yahoo Finance,https://uk.finance.yahoo.com/news/opus-genetics-announces-vega-3-105500384.html,"Wed, 25 Jun 2025 23:55:00 GMT",media
March,NCT06348199,Keytruda + SB27,Investigational preventive therapy being studied to help protect against Non small Cell Lung Cancer Stage IV.,"Samsung Bioepis Co., Ltd.",2026-03,PHASE3,https://clinicaltrials.gov/study/NCT06348199,"A Study to Compare the Efficacy, Safety, Pharmacokinetics, and Immunogenicity Between SB27 and Keytruda in Subjects With Metastatic Non-squamous Non-small Cell Lung Cancer",no_match_found,yes,"Samsung Bioepis Announces Positive Preliminary Phase 1 Data for SB27, Proposed Biosimilar to Keytruda (Pembrolizumab)",Rutland Herald,https://www.rutlandherald.com/news/business/samsung-bioepis-announces-positive-preliminary-phase-1-data-for-sb27-proposed-biosimilar-to-keytruda-pembrolizumab/article_82d28a2a-f1b6-55f5-8133-6b9d82857ea9.html,"Tue, 05 May 2026 15:01:00 GMT",media
March,NCT07211152,Participants will receive one dose of vaccine (0.5 mL) of Sinovac QIV + Vaxigrip QIV,Investigational preventive therapy being studied to help protect against Influenza.,"Sinovac Biotech Co., Ltd",2026-03,PHASE3,https://clinicaltrials.gov/study/NCT07211152,"Influenza Vaccine (Split Virion), Inactivated, Quadrivalent in Pregnant Women",no_match_found,yes,,,,,
March,NCT06927310,Inpegsomatropin Injection + Recombinant Human Growth Hormone Injection,Combination regimen being studied to treat Idiopathic Short Stature.,"Xiamen Amoytop Biotech Co., Ltd.",2026-03,PHASE3,https://clinicaltrials.gov/study/NCT06927310,The Efficacy and Safety of Inpegsomatropin Injection in Children With Idiopathic Short Stature,no_match_found,yes,,,,,
March,NCT04526119,Acotiamide hydrochloride hydrate,Investigational therapy being studied to treat Functional Dyspepsia.,Zeria Pharmaceutical,2026-03,PHASE3,https://clinicaltrials.gov/study/NCT04526119,A Phase III Trial of Z-338 in Paediatric Patients With Functional Dyspepsia,no_match_found,yes,,,,,
April,NCT06079983,Capecitabine tablets + Docetaxel injection + Eribulin mesylate injection (+4 more),Combination regimen being studied to treat Breast Cancer.,"Jiangsu Alphamab Biopharmaceuticals Co., Ltd",2026-04-01,PHASE3,https://clinicaltrials.gov/study/NCT06079983,"JSKN003 Versus Treatment Of Physician'S Choice For HER2-low, Unresectable and/or Metastatic Breast Cancer Subjects",no_match_found,yes,No Survival Benefit Seen With Adjuvant Atezolizumab in TNBC,Medscape,https://www.medscape.com/viewarticle/no-survival-benefit-seen-adjuvant-atezolizumab-tnbc-2026a1000f20,"Sun, 10 May 2026 17:00:00 GMT",media
April,NCT04342910,Apatinib Mesylate + Irinotecan + Paclitaxel (+1 more),Combination regimen being studied to treat Gastric Cancer.,"Jiangsu HengRui Medicine Co., Ltd.",2026-04-01,PHASE3,https://clinicaltrials.gov/study/NCT04342910,Study to Evaluate the Efficacy and Safety of Camrelizumab and Apatinib in Patients With GC/GEJC,no_match_found,yes,,,,,
April,NCT05710198,Citicoline eye drops 2%,"Investigational therapy being studied to treat Glaucoma, Open Angle.",Omikron Italia S.r.l.,2026-04-01,PHASE3,https://clinicaltrials.gov/study/NCT05710198,Efficacy of Citicoline Eye Drops 2% on Visual Field Preservation in Patients With Open Angle Glaucoma,no_match_found,yes,,,,,
April,NCT06033586,Open-label rusfertide,Investigational therapy being studied to treat Polycythemia Vera.,"Protagonist Therapeutics, Inc.",2026-04-01,PHASE3,https://clinicaltrials.gov/study/NCT06033586,Study to Evaluate the Long-term Safety of Rusfertide (PTG-300) in Subjects With Polycythemia Vera,result_news_found_but_not_press_release,yes,Takeda and Protagonist Announce U.S. Food and Drug Administration Accepts New Drug Application and Grants Priority Review for Rusfertide as a Potential First-in-Class Therapy ...,Morningstar,https://www.morningstar.com/news/business-wire/20260301580219/takeda-and-protagonist-announce-us-food-and-drug-administration-accepts-new-drug-application-and-grants-priority-review-for-rusfertide-as-a-potential-first-in-class-therapy-for-polycythemia-vera,"Sun, 01 Mar 2026 16:00:00 GMT",media
April,NCT06625398,VRDN-003,Investigational therapy being studied to treat Thyroid Eye Disease.,"Viridian Therapeutics, Inc.",2026-04-01,PHASE3,https://clinicaltrials.gov/study/NCT06625398,"An Efficacy, Safety, and Tolerability Study of VRDN-003 in Participants With Chronic Thyroid Eye Disease (TED)",result_news_found_but_not_press_release,yes,Viridian Therapeutics: Why Elegrobart Phase 3 Results Fail To Challenge Amgen,Seeking Alpha,https://seekingalpha.com/article/4889242-viridian-therapeutics-why-elegrobart-phase-3-results-fail-to-challenge-amgen,"Wed, 08 Apr 2026 09:32:00 GMT",media
April,NCT05253651,bevacizumab + cetuximab + fluorouracil (+5 more),Combination regimen being studied to treat Colorectal Neoplasms.,"Seagen, a wholly owned subsidiary of Pfizer",2026-04-03,PHASE3,https://clinicaltrials.gov/study/NCT05253651,A Study of Tucatinib With Trastuzumab and mFOLFOX6 Versus Standard of Care Treatment in First-line HER2+ Metastatic Colorectal Cancer,result_news_found_but_not_press_release,yes,"Anlotinib, bevacizumab regimens led to similar outcomes in metastatic colorectal cancer",Healio,https://www.healio.com/news/hematology-oncology/20250602/anlotinib-bevacizumab-regimens-led-to-similar-outcomes-in-metastatic-colorectal-cancer,"Sun, 01 Jun 2025 17:00:00 GMT",media
April,NCT04123795,Certolizumab pegol,"Investigational therapy being studied to treat Moderate Chronic Plaque Psoriasis, Severe Chronic Plaque Psoriasis, and related conditions.",UCB Biopharma SRL,2026-04-09,PHASE3,https://clinicaltrials.gov/study/NCT04123795,"A Study to Evaluate the Pharmacokinetics, Safety, and Effectiveness of Certolizumab Pegol in Children With Moderate to Severe Chronic Plaque Psoriasis",no_match_found,yes,Certolizumab Pegol in Rheumatoid Arthritis,Medscape,https://www.medscape.com/viewarticle/751035_2,"Thu, 03 Jul 2025 12:47:00 GMT",media
April,NCT06492941,Docetaxel for Injection (Albumin bound),Investigational therapy being studied to treat Advanced Pancreatic Cancer.,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.",2026-04-14,PHASE3,https://clinicaltrials.gov/study/NCT06492941,A Study of Docetaxel for Injection (Albumin Bound) in Patients With Advanced Pancreatic Cancer,result_news_found_but_not_press_release,yes,2026 ASCO Preview | Results from Phase III Study of Anbenitamab (KN026) Combined with HB1801 in Neoadjuvant Treatment for Breast Cancer Selected for LBA Oral Presentation,Yahoo Finance,https://finance.yahoo.com/sectors/healthcare/articles/2026-asco-preview-results-phase-061000055.html,"Tue, 21 Apr 2026 23:36:00 GMT",media
April,NCT07057037,NEMO-103 Injection,"Imaging agent being studied to help detect or evaluate Rotator Cuff Tear, Labral Tear, and related conditions.",Inventera Inc.,2026-04-14,PHASE3,https://clinicaltrials.gov/study/NCT07057037,Phase 3 Study of the Efficacy and Safety of MR Arthrography Using the NEMO-103 Injection in Patients With Known or Suspected Shoulder Joint Diseases,no_match_found,yes,,,,,
April,NCT06144840,Dersimelagon,Investigational therapy being studied to treat Erythropoietic Protoporphyria (EPP) and X Linked Protoporphyria (XLP).,"Tanabe Pharma America, Inc.",2026-04-14,PHASE3,https://clinicaltrials.gov/study/NCT06144840,INcreased Sun Exposure Without Pain In Research Participants With EPP or XLP,result_news_found_but_not_press_release,yes,Tanabe Pharma’s dersimelagon hits success in Phase III EPP and XLP trial,MSN,https://www.msn.com/en-us/health/other/tanabe-pharma-s-dersimelagon-hits-success-in-phase-iii-epp-and-xlp-trial/ar-AA1UC3Yv,"Tue, 20 Jan 2026 16:40:00 GMT",media
April,NCT07079670,NVX-CoV2705,Investigational preventive therapy being studied to help protect against COVID-19 and SARS CoV-2 Infection.,Sanofi,2026-04-16,PHASE3,https://clinicaltrials.gov/study/NCT07079670,Safety and Immunogenicity of NVX-CoV2705,no_match_found,yes,,,,,
April,NCT06527404,Rocatinlimab,Investigational therapy being studied to treat Prurigo Nodularis.,Amgen,2026-04-17,PHASE3,https://clinicaltrials.gov/study/NCT06527404,"A Phase 3, Placebo-controlled, Double-blind Study Assessing Rocatinlimab in Prurigo Nodularis",no_match_found,yes,Amgen’s Phase 3 Study on Rocatinlimab: A Potential Game-Changer for Prurigo Nodularis,MSN,https://www.msn.com/en-us/money/general/amgen-s-phase-3-study-on-rocatinlimab-a-potential-game-changer-for-prurigo-nodularis/ar-AA1PiyS5,"Mon, 27 Oct 2025 17:41:00 GMT",media
April,NCT06630286,B/F/TAF + ISL/LEN + PTM B/F/TAF (+1 more),Combination regimen being studied to treat HIV-1 infection.,Gilead Sciences,2026-04-17,PHASE3,https://clinicaltrials.gov/study/NCT06630286,Study to Compare an Oral Weekly Islatravir/Lenacapavir Regimen With Bictegravir/Emtricitabine/Tenofovir Alafenamide in Virologically Suppressed People With HIV-1,likely_press_release_found,yes,Gilead’s Investigational Single-Tablet Regimen of Bictegravir and Lenacapavir for HIV Treatment Meets Primary Endpoint in Phase 3 ARTISTRY-2 Trial,Business Wire,https://www.businesswire.com/news/home/20251215879862/en/Gileads-Investigational-Single-Tablet-Regimen-of-Bictegravir-and-Lenacapavir-for-HIV-Treatment-Meets-Primary-Endpoint-in-Phase-3-ARTISTRY-2-Trial,"Mon, 15 Dec 2025 00:30:00 GMT",press_release_wire
April,NCT07275723,Gadobutrol Injection + HRS-9231 Injection + Magnetic Resonance Imaging (MRI),Imaging agent being studied to help detect or evaluate For Contrast enhanced Magnetic Resonance Imaging (MRI) of Abnormal Vascular Lesions in Body Regions Excluding the Central Nervous System (CNS).,"Shanghai Shengdi Pharmaceutical Co., Ltd",2026-04-18,PHASE3,https://clinicaltrials.gov/study/NCT07275723,A Study of a Gadolinium-Based Contrast Agent (GBCA) for Adults Undergoing Magnetic Resonance Imaging (MRI) for Known or Highly Suspected Body Parts (Non-Central Nervous System) Lesions,no_match_found,yes,,,,,
April,NCT06726096,Recombinant Humanized Anti-interleukin-6 Receptor Monoclonal Antibody Injection,Investigational therapy being studied to treat Rheumatoid Arthritis (RA) and Anti IL-6R.,"Beijing VDJBio Co., LTD.",2026-04-20,PHASE3,https://clinicaltrials.gov/study/NCT06726096,Phase III Trial of VDJ001 In Patients With Moderate-to-severe Active Rheumatoid Arthritis,no_match_found,yes,"Recombinant fusion ESAT6-CFP10 immunogen as a skin test reagent for tuberculosis diagnosis in children and adolescents: An open-label, randomized, multicenter phase III trial",EurekAlert!,https://www.eurekalert.org/news-releases/1093366,"Wed, 30 Jul 2025 17:00:00 GMT",press_release_wire
April,NCT07398846,0.022% Sodium Fluoride mouthwash + 0.075% Cetylpyridinium Chloride (CPC) and 0.28% zinc lactatmouthwashe + 0.454%Stannous fluoride toothpaste (+1 more),Combination regimen being studied to treat Plaque.,Colgate Palmolive,2026-04-20,PHASE3,https://clinicaltrials.gov/study/NCT07398846,"Efficacy of a Stannous Fluoride Toothpaste, Cetylpyridinium Chloride Mouthwash, and Battery Toothbrush Regimen in Reducing Established Dental Plaque and Gingivitis.",result_news_found_but_not_press_release,yes,Sodium Oxybate ER Improves Daytime Sleepiness in Idiopathic Hypersomnia,Neurology Advisor,https://www.neurologyadvisor.com/news/phase-3-sodium-oxybate-idiopathic-hypersomnia/,"Tue, 12 May 2026 16:59:00 GMT",media
April,NCT05135559,Concizumab,Investigational therapy being studied to treat Haemophilia A and B With and Without Inhibitors.,Novo Nordisk A/S,2026-04-21,PHASE3,https://clinicaltrials.gov/study/NCT05135559,A Research Study on How Well Concizumab Works for You if You Have Haemophilia A or B With or Without Inhibitors,no_match_found,yes,,,,,
April,NCT06208150,Bortezomib + Dexamethasone + Elotuzumab (+3 more),Combination regimen being studied to treat Multiple Myeloma.,"Janssen Research & Development, LLC",2026-04-23,PHASE3,https://clinicaltrials.gov/study/NCT06208150,"A Study Comparing Talquetamab Plus Pomalidomide, Talquetamab Plus Teclistamab, and Elotuzumab, Pomalidomide, and Dexamethasone or Pomalidomide, Bortezomib, and Dexamethasone in Participants With Relapsed or Refractory Myeloma Who Have Received an Anti-CD38 Antibody and Lenalidomide",result_news_found_but_not_press_release,yes,Linvoseltamab in Combination with Carfilzomib or Bortezomib Shows Promising Initial Results in Earlier Lines of Treatment for Relapsed/Refractory Multiple Myeloma,Yahoo Finance,https://finance.yahoo.com/news/linvoseltamab-combination-carfilzomib-bortezomib-shows-210000992.html,"Wed, 21 May 2025 17:00:00 GMT",media
April,NCT05020236,Daratumumab + Dexamethasone + Elranatamab (+1 more),Combination regimen being studied to treat Multiple Myeloma.,Pfizer,2026-04-27,PHASE3,https://clinicaltrials.gov/study/NCT05020236,A Study to Learn About the Study Medicine Elranatamab Alone and With Daratumumab in People With Multiple Myeloma Who Have Received Other Treatments,result_news_found_but_not_press_release,yes,Pfizer’s ELREXFIO Significantly Improves Progression-Free Survival for Double-Class Exposed Patients with Relapsed or Refractory Multiple Myeloma,Rutland Herald,https://www.rutlandherald.com/news/business/pfizer-s-elrexfio-significantly-improves-progression-free-survival-for-double-class-exposed-patients-with-relapsed/article_60b75345-0cfa-5d59-a045-a59fe2c4d4fb.html,"Tue, 28 Apr 2026 23:45:00 GMT",media
April,NCT03682068,Carboplatin + Gemcitabine + Cisplatin + Gemcitabine + Durvalumab (+1 more),Combination regimen being studied to treat Unresectable Locally Advanced Urothelial Cancer and Metastatic Urothelial Cancer.,AstraZeneca,2026-04-29,PHASE3,https://clinicaltrials.gov/study/NCT03682068,"Study of Durvalumab Given With Chemotherapy, Durvalumab in Combination With Tremelimumab Given With Chemotherapy, or Chemotherapy in Patients With Unresectable Urothelial Cancer",no_match_found,yes,Carboplatin with chemotherapy increases survival in triple-negative breast cancer: TMC study,MSN,https://www.msn.com/en-in/health/other/carboplatin-with-chemotherapy-increases-survival-in-triple-negative-breast-cancer-tmc-study/ar-AA1P964i,"Fri, 24 Oct 2025 21:56:00 GMT",media
April,NCT06223958,Aflibercept + OTX-TKI (axitinib implant),Combination regimen being studied to treat Neovascular Age Related Macular Degeneration.,"Ocular Therapeutix, Inc.",2026-04-29,PHASE3,https://clinicaltrials.gov/study/NCT06223958,Study to Evaluate the Efficacy and Safety of Intravitreal OTX-TKI (Ocular Therapeutix) (Axitinib Implant) in Subjects With Neovascular Age-Related Macular Degeneration,result_news_found_but_not_press_release,yes,Ocular Therapeutix: Considering Their Phase 3 'Superiority' Trial's Prospect,Seeking Alpha,https://seekingalpha.com/article/4869378-ocular-therapeutix-considering-their-phase-3-superiority-trials-prospect,"Thu, 12 Feb 2026 06:49:00 GMT",media
April,NCT04960709,Durvalumab + Enfortumab Vedotin + Radical Cystectomy (+1 more),Combination regimen being studied to treat Muscle Invasive Bladder Cancer.,AstraZeneca,2026-04-30,PHASE3,https://clinicaltrials.gov/study/NCT04960709,"Treatment Combination of Durvalumab, Tremelimumab and Enfortumab Vedotin or Durvalumab and Enfortumab Vedotin in Patients With Muscle Invasive Bladder Cancer Ineligible to Cisplatin or Who Refuse Cisplatin",result_news_found_but_not_press_release,yes,AstraZeneca's Imfinzi combo shows survival benefit in pivotal bladder cancer study,Benzinga on MSN,https://www.msn.com/en-us/science/general/astrazeneca-s-imfinzi-combo-shows-survival-benefit-in-pivotal-bladder-cancer-study/ar-AA23cGFQ,"Thu, 14 May 2026 11:07:37 GMT",media
April,NCT05048797,Carboplatin + Cisplatin + Pembrolizumab (+2 more),Combination regimen being studied to treat Locally Advanced or Metastatic Non Small Cell Lung Cancer.,AstraZeneca,2026-04-30,PHASE3,https://clinicaltrials.gov/study/NCT05048797,"A Study to Investigate the Efficacy and Safety of Trastuzumab Deruxtecan as the First Treatment Option for Unresectable, Locally Advanced/Metastatic Non-Small Cell Lung Cancer With HER2 Mutations",no_match_found,yes,AstraZeneca's Imfinzi combo shows survival benefit in pivotal bladder cancer study,Benzinga on MSN,https://www.msn.com/en-us/science/general/astrazeneca-s-imfinzi-combo-shows-survival-benefit-in-pivotal-bladder-cancer-study/ar-AA23cGFQ,"Thu, 14 May 2026 11:07:37 GMT",media
April,NCT03614234,pegunigalsidase alfa,Investigational therapy being studied to treat Fabry Disease.,Chiesi Farmaceutici S.p.A.,2026-04-30,PHASE3,https://clinicaltrials.gov/study/NCT03614234,Open Label Extension of 2 mg/kg Pegunigalsidase Alfa (PRX-102) Every 4 Weeks in Adult Fabry Disease Patients,no_match_found,yes,,,,,
April,NCT07154342,GR1802 injection,"Investigational therapy being studied to treat Allergic Rhinitis, Seasonal.","Genrix (Shanghai) Biopharmaceutical Co., Ltd.",2026-04-30,PHASE3,https://clinicaltrials.gov/study/NCT07154342,A Study of IL4Rα Monoclonal Antibody in Patients With Seasonal Allergic Rhinitis,no_match_found,yes,,,,,
April,NCT06920771,"PURETHAL Mites 50,000 AUeq/ml",Investigational therapy being studied to treat House Dust Mite Allergy and House Dust Mite Rhinitis.,HAL Allergy,2026-04-30,PHASE3,https://clinicaltrials.gov/study/NCT06920771,"A Randomized, Double-Blind, Placebo-Controlled, Multi-Centre Study to Assess the Efficacy of PURETHAL Mites Mixture 50,000 AUeq/mL Subcutaneous Immunotherapy in Adult Subjects With Moderate to Severe Allergic Rhinitis/Rhinoconjunctivitis With or Without Asthma Induced by House Dust Mite (HDM)",no_match_found,yes,,,,,
April,NCT04944979,Kedrion IVIG 10%,Investigational therapy being studied to treat Primary Immunodeficiency Disease.,Kedrion S.p.A.,2026-04-30,PHASE3,https://clinicaltrials.gov/study/NCT04944979,"Clinical Assessment of Pharmacokinetics, Efficacy, and Safety of 10% IVIg in Pediatric PID Patients (KIDCARES10)",no_match_found,yes,Kedrion Activates Nationwide Distribution Network for QIVIGY® in the U.S.,WFMZ-TV,https://www.wfmz.com/online_features/press_releases/kedrion-activates-nationwide-distribution-network-for-qivigy-in-the-u-s/article_8d3dead2-26a2-5b7c-bb84-e9bcfdd0c230.html,"Thu, 05 Mar 2026 16:00:00 GMT",media
April,NCT06804590,9MW0311 + Prolia®,Investigational preventive therapy being studied to help protect against Postmenopausal Women Osteoporosis.,"Mabwell (Shanghai) Bioscience Co., Ltd.",2026-04-30,PHASE3,https://clinicaltrials.gov/study/NCT06804590,"A Study on Efficacy, Safety and Immunogenicity of 9MW0311 in Postmenopausal Women With Osteoporosis",no_match_found,yes,,,,,
April,NCT05134012,[O-15]-Water PET Myocardial Perfusion Imaging (MPI),Imaging agent being studied to help detect or evaluate Coronary Artery Disease.,MedTrace Pharma A/S,2026-04-30,PHASE3,https://clinicaltrials.gov/study/NCT05134012,RAdiolabeled Perfusion to Identify Coronary Artery Disease Using WAter To Evaluate Responses of Myocardial FLOW (RAPID-WATER-FLOW),no_match_found,yes,,,,,
April,NCT05147220,Remibrutinib + Teriflunomide,Combination regimen being studied to treat Relapsing Multiple Sclerosis.,Novartis Pharmaceuticals,2026-04-30,PHASE3,https://clinicaltrials.gov/study/NCT05147220,Efficacy and Safety of Remibrutinib Compared to Teriflunomide in Participants With Relapsing Multiple Sclerosis (RMS),result_news_found_but_not_press_release,yes,New data build case for Roche's oral BTK drug for MS,pharmaphorum,https://pharmaphorum.com/news/new-data-build-case-roches-oral-btk-drug-ms,"Tue, 21 Apr 2026 17:00:00 GMT",media
